CategoryCode,ItemCode,DateID,DailySales,DOW,WOY,DOY
category_2,50785,2021-11-10,6,2,45,314
category_2,1067092,2021-12-28,15,1,52,362
category_2,50785,2021-12-08,4,2,49,342
category_1,370195,2022-01-31,5,0,5,31
category_2,1070836,2022-01-31,5,0,5,31
category_3,7666,2021-12-27,28,0,52,361
category_2,138742,2021-12-01,9,2,48,335
category_4,1003147,2021-10-24,4,6,42,297
category_2,9925,2021-12-08,3,2,49,342
category_3,893824,2021-11-25,18,3,47,329
category_3,1047130,2021-10-24,10,6,42,297
category_2,9925,2021-11-25,2,3,47,329
category_3,88450,2021-12-28,29,1,52,362
category_2,1067074,2021-12-28,2,1,52,362
category_1,37510,2021-10-17,1,6,41,290
category_1,1090294,2021-11-25,1,3,47,329
category_2,837943,2021-12-15,7,2,50,349
category_1,42496,2022-01-31,13,0,5,31
category_1,42496,2021-12-08,4,2,49,342
category_1,3427,2021-12-16,6,3,50,350
category_1,145978,2022-02-07,4,0,6,38
category_3,132334,2022-01-31,2,0,5,31
category_1,119554,2021-10-24,7,6,42,297
category_1,1015621,2021-11-25,2,3,47,329
category_2,999403,2021-10-24,1,6,42,297
category_2,836125,2021-12-28,7,1,52,362
category_2,1064473,2021-12-08,2,2,49,342
category_1,1032559,2021-12-02,1,3,48,336
category_2,1076929,2022-01-31,2,0,5,31
category_2,20824,2021-12-02,25,3,48,336
category_1,145978,2021-12-16,10,3,50,350
category_2,1070818,2021-11-10,2,2,45,314
category_1,1015621,2022-01-31,1,0,5,31
category_2,1067074,2022-01-31,5,0,5,31
category_3,88450,2021-12-16,9,3,50,350
category_1,839374,2022-02-07,15,0,6,38
category_1,1044691,2021-10-17,2,6,41,290
category_1,86992,2022-01-31,10,0,5,31
category_2,172582,2021-12-01,4,2,48,335
category_3,1063600,2022-02-07,3,0,6,38
category_2,1092184,2021-11-25,1,3,47,329
category_4,731104,2021-12-02,4,3,48,336
category_3,37861,2021-12-02,21,3,48,336
category_1,42424,2021-12-27,1,0,52,361
category_2,40759,2021-12-15,10,2,50,349
category_2,267478,2021-12-01,3,2,48,335
category_2,111436,2021-12-16,3,3,50,350
category_2,110320,2021-10-16,6,5,41,289
category_1,839374,2021-12-27,11,0,52,361
category_2,75886,2021-12-15,4,2,50,349
category_1,42424,2022-01-31,8,0,5,31
category_1,43657,2021-12-28,2,1,52,362
category_1,1044619,2021-12-16,5,3,50,350
category_2,225259,2022-02-07,3,0,6,38
category_1,1044682,2021-12-16,3,3,50,350
category_4,1060909,2021-12-16,9,3,50,350
category_1,1061341,2021-10-16,7,5,41,289
category_2,118033,2021-11-10,4,2,45,314
category_1,1032541,2021-10-17,5,6,41,290
category_2,1076929,2021-12-27,25,0,52,361
category_2,20824,2022-02-07,17,0,6,38
category_2,1071115,2021-10-17,5,6,41,290
category_2,836125,2021-12-01,6,2,48,335
category_1,59047,2021-12-08,3,2,49,342
category_2,262384,2022-02-07,3,0,6,38
category_2,1105009,2021-10-24,2,6,42,297
category_2,837943,2021-11-25,27,3,47,329
category_1,1056463,2022-02-07,3,0,6,38
category_4,731104,2021-12-27,2,0,52,361
category_2,399220,2021-12-08,4,2,49,342
category_2,87559,2021-12-28,3,1,52,362
category_2,210868,2021-11-25,1,3,47,329
category_2,903976,2021-12-08,2,2,49,342
category_1,48940,2021-10-16,1,5,41,289
category_2,877624,2021-10-16,3,5,41,289
category_1,42496,2021-12-16,4,3,50,350
category_4,753613,2021-12-16,14,3,50,350
category_2,399220,2021-10-16,4,5,41,289
category_2,838456,2021-10-16,1,5,41,289
category_1,1061341,2021-10-17,1,6,41,290
category_2,174436,2022-02-07,11,0,6,38
category_1,1049776,2021-12-08,7,2,49,342
category_2,248272,2022-01-31,2,0,5,31
category_2,1090258,2021-12-01,1,2,48,335
category_2,836125,2021-12-15,4,2,50,349
category_3,1066570,2021-12-01,2,2,48,335
category_2,262384,2021-12-08,3,2,49,342
category_1,1032568,2022-01-31,2,0,5,31
category_1,1032532,2021-12-01,14,2,48,335
category_2,1098502,2021-12-28,1,1,52,362
category_4,1003183,2021-11-25,15,3,47,329
category_4,123307,2021-12-08,48,2,49,342
category_2,111382,2021-10-16,8,5,41,289
category_1,1032586,2021-12-27,2,0,52,361
category_1,379249,2021-12-15,8,2,50,349
category_4,836584,2021-12-01,51,2,48,335
category_2,913561,2021-11-10,3,2,45,314
category_1,24136,2021-11-25,1,3,47,329
category_1,3418,2021-12-01,13,2,48,335
category_1,43738,2021-12-15,5,2,50,349
category_1,17296,2021-10-24,36,6,42,297
category_1,36898,2021-12-02,14,3,48,336
category_1,35584,2021-12-02,1,3,48,336
category_1,1044619,2021-12-27,4,0,52,361
category_1,1021264,2021-10-17,4,6,41,290
category_2,64978,2021-12-08,1,2,49,342
category_2,213802,2021-10-16,3,5,41,289
category_2,1067074,2021-12-15,8,2,50,349
category_1,1044682,2021-12-28,9,1,52,362
category_3,1081060,2022-02-07,12,0,6,38
category_4,1024810,2021-10-24,2,6,42,297
category_1,42496,2021-12-28,4,1,52,362
category_1,145978,2021-10-24,10,6,42,297
category_2,687616,2022-01-31,2,0,5,31
category_3,37861,2021-12-08,9,2,49,342
category_2,210868,2021-12-01,3,2,48,335
category_2,211309,2021-12-01,2,2,48,335
category_1,1044610,2021-10-16,2,5,41,289
category_2,838456,2021-12-15,5,2,50,349
category_2,50785,2022-01-31,2,0,5,31
category_2,174436,2022-01-31,19,0,5,31
category_2,59749,2021-10-17,6,6,41,290
category_1,1032586,2021-12-16,4,3,50,350
category_1,1090303,2021-10-16,1,5,41,289
category_1,1032550,2021-12-02,1,3,48,336
category_2,877624,2021-11-10,3,2,45,314
category_1,379249,2021-11-25,2,3,47,329
category_1,1048975,2021-11-25,2,3,47,329
category_3,1081087,2021-12-02,7,3,48,336
category_2,1090276,2021-12-28,4,1,52,362
category_1,42424,2021-10-17,2,6,41,290
category_1,1032550,2022-01-31,2,0,5,31
category_2,267496,2021-12-01,2,2,48,335
category_2,262384,2021-12-16,2,3,50,350
category_2,1092184,2021-11-10,1,2,45,314
category_3,1066570,2021-10-17,4,6,41,290
category_3,88450,2021-11-10,15,2,45,314
category_1,119554,2021-12-16,30,3,50,350
category_4,1060909,2021-12-01,14,2,48,335
category_2,1006108,2021-11-25,8,3,47,329
category_1,1061638,2021-12-16,3,3,50,350
category_1,37510,2021-12-16,2,3,50,350
category_2,1067092,2021-10-17,5,6,41,290
category_1,1044691,2021-10-16,4,5,41,289
category_1,142756,2021-10-17,4,6,41,290
category_1,379249,2021-10-17,5,6,41,290
category_1,1058713,2021-12-27,5,0,52,361
category_2,836152,2021-12-02,2,3,48,336
category_2,173617,2021-12-16,67,3,50,350
category_3,169504,2022-01-31,62,0,5,31
category_4,245581,2021-12-01,12,2,48,335
category_2,138742,2021-12-08,4,2,49,342
category_1,1032550,2021-12-27,5,0,52,361
category_3,397213,2021-11-25,2,3,47,329
category_2,1071115,2022-01-31,6,0,5,31
category_1,1032559,2021-11-10,4,2,45,314
category_2,1105018,2021-11-10,2,2,45,314
category_2,1090276,2021-12-01,2,2,48,335
category_2,745945,2021-11-25,6,3,47,329
category_2,40759,2021-11-10,2,2,45,314
category_1,1032550,2022-02-07,2,0,6,38
category_3,1081069,2022-02-07,3,0,6,38
category_3,893824,2021-12-15,8,2,50,349
category_2,43630,2021-12-16,4,3,50,350
category_1,1084498,2021-11-25,6,3,47,329
category_2,57058,2021-11-25,1,3,47,329
category_2,815101,2021-12-08,3,2,49,342
category_3,16936,2021-12-15,4,2,50,349
category_3,1066570,2021-12-15,32,2,50,349
category_2,1103056,2021-10-16,3,5,41,289
category_2,1071106,2021-12-15,5,2,50,349
category_3,1081069,2021-12-01,8,2,48,335
category_4,1003183,2021-11-10,4,2,45,314
category_1,1084498,2022-01-31,9,0,5,31
category_1,24136,2021-12-02,2,3,48,336
category_2,86974,2021-10-17,3,6,41,290
category_2,99079,2021-12-08,1,2,49,342
category_2,877624,2021-12-16,2,3,50,350
category_1,379249,2021-12-16,14,3,50,350
category_2,30877,2021-12-02,25,3,48,336
category_2,118033,2021-12-15,3,2,50,349
category_2,32245,2022-02-07,6,0,6,38
category_3,131983,2021-12-28,4,1,52,362
category_1,379249,2021-12-28,10,1,52,362
category_4,1003147,2021-11-10,6,2,45,314
category_1,86992,2021-12-08,6,2,49,342
category_4,836584,2021-12-15,65,2,50,349
category_2,1092184,2022-01-31,4,0,5,31
category_1,3418,2021-11-10,6,2,45,314
category_3,1060630,2022-01-31,4,0,5,31
category_1,1032586,2021-10-17,2,6,41,290
category_2,174436,2021-10-24,9,6,42,297
category_2,210868,2022-01-31,1,0,5,31
category_1,48940,2021-12-02,4,3,48,336
category_1,1077118,2021-12-27,1,0,52,361
category_3,16936,2021-12-27,4,0,52,361
category_2,1090249,2021-11-10,5,2,45,314
category_1,839374,2021-10-17,5,6,41,290
category_2,50785,2021-12-15,4,2,50,349
category_3,88450,2021-12-27,13,0,52,361
category_2,836125,2021-10-16,4,5,41,289
category_4,1003192,2022-01-31,10,0,5,31
category_3,1066570,2021-12-02,4,3,48,336
category_1,1067119,2022-01-31,6,0,5,31
category_1,1058713,2022-02-07,9,0,6,38
category_2,20824,2021-11-25,15,3,47,329
category_1,17296,2021-12-16,48,3,50,350
category_4,1003156,2021-12-16,4,3,50,350
category_1,86992,2021-11-10,2,2,45,314
category_1,1032532,2021-10-24,10,6,42,297
category_1,1032532,2021-11-10,5,2,45,314
category_2,117610,2021-12-15,1,2,50,349
category_1,86992,2021-10-17,5,6,41,290
category_2,172033,2021-10-17,3,6,41,290
category_2,213802,2021-10-24,2,6,42,297
category_4,123307,2021-10-17,54,6,41,290
category_2,1006099,2022-01-31,2,0,5,31
category_1,1032559,2022-02-07,3,0,6,38
category_3,1090024,2021-10-24,11,6,42,297
category_2,87559,2021-12-27,4,0,52,361
category_3,132334,2021-12-28,5,1,52,362
category_2,1044502,2021-12-27,3,0,52,361
category_2,75886,2022-01-31,3,0,5,31
category_2,1026871,2021-12-08,1,2,49,342
category_1,1044691,2021-12-16,4,3,50,350
category_3,1081087,2021-12-01,16,2,48,335
category_1,43657,2021-12-01,3,2,48,335
category_2,687616,2021-12-28,1,1,52,362
category_3,7666,2021-12-01,11,2,48,335
category_2,906595,2021-10-16,2,5,41,289
category_1,142756,2021-10-16,3,5,41,289
category_2,1076920,2021-12-15,2,2,50,349
category_2,1090276,2021-10-16,4,5,41,289
category_2,87559,2022-01-31,4,0,5,31
category_2,172582,2021-12-27,3,0,52,361
category_1,1090114,2021-12-15,1,2,50,349
category_1,1044682,2021-10-16,1,5,41,289
category_2,1090276,2022-02-07,4,0,6,38
category_2,30877,2022-01-31,11,0,5,31
category_4,1074823,2021-11-25,63,3,47,329
category_3,132334,2022-02-07,2,0,6,38
category_2,132028,2021-12-28,7,1,52,362
category_3,1066570,2021-12-16,3,3,50,350
category_3,37861,2021-12-16,22,3,50,350
category_2,174436,2021-12-15,3,2,50,349
category_1,142756,2021-12-15,4,2,50,349
category_2,903976,2022-02-07,9,0,6,38
category_1,839374,2021-12-01,2,2,48,335
category_1,36898,2021-12-15,5,2,50,349
category_1,839374,2021-11-25,5,3,47,329
category_2,836125,2022-01-31,24,0,5,31
category_2,213802,2021-11-25,2,3,47,329
category_2,57058,2022-01-31,1,0,5,31
category_1,38518,2022-02-07,4,0,6,38
category_4,1060909,2021-11-10,4,2,45,314
category_2,23569,2022-01-31,7,0,5,31
category_2,111382,2021-12-01,2,2,48,335
category_3,1066570,2021-11-25,10,3,47,329
category_1,1056463,2021-10-16,4,5,41,289
category_2,1010068,2021-12-08,10,2,49,342
category_4,1003156,2021-12-15,8,2,50,349
category_2,43630,2021-10-24,5,6,42,297
category_2,1103056,2021-12-15,1,2,50,349
category_1,1056463,2021-12-27,6,0,52,361
category_1,1044682,2021-12-27,3,0,52,361
category_4,245581,2021-12-27,27,0,52,361
category_1,17296,2021-10-16,35,5,41,289
category_2,248272,2021-12-27,4,0,52,361
category_1,1081321,2021-11-10,3,2,45,314
category_2,1067092,2021-12-27,10,0,52,361
category_1,1032532,2022-02-07,13,0,6,38
category_2,1101553,2021-11-10,2,2,45,314
category_1,24136,2021-12-01,3,2,48,335
category_1,1061341,2021-12-27,3,0,52,361
category_2,1044502,2021-10-24,1,6,42,297
category_1,1054978,2021-11-25,4,3,47,329
category_1,119554,2022-02-07,18,0,6,38
category_3,37861,2021-12-28,22,1,52,362
category_2,111436,2021-12-15,4,2,50,349
category_2,1064473,2021-12-28,5,1,52,362
category_2,30877,2021-10-17,9,6,41,290
category_1,42424,2021-12-02,7,3,48,336
category_2,1105009,2022-01-31,1,0,5,31
category_2,999403,2021-12-01,2,2,48,335
category_1,1081339,2021-12-08,4,2,49,342
category_1,379249,2021-12-08,9,2,49,342
category_3,1081060,2021-10-17,6,6,41,290
category_1,119554,2021-12-28,49,1,52,362
category_2,248272,2021-11-25,5,3,47,329
category_2,399220,2021-12-01,7,2,48,335
category_1,1068883,2021-11-10,1,2,45,314
category_4,836584,2021-10-16,19,5,41,289
category_1,1067119,2021-10-24,3,6,42,297
category_3,893824,2021-12-27,4,0,52,361
category_1,43657,2021-11-10,2,2,45,314
category_1,124774,2021-12-27,3,0,52,361
category_2,1067074,2021-10-17,3,6,41,290
category_1,1049776,2022-02-07,12,0,6,38
category_2,836125,2021-10-17,6,6,41,290
category_2,65788,2021-10-24,5,6,42,297
category_4,1060909,2021-11-25,1,3,47,329
category_2,138742,2021-11-10,4,2,45,314
category_2,86974,2021-12-16,2,3,50,350
category_2,399220,2021-12-15,4,2,50,349
category_4,1024810,2021-11-25,2,3,47,329
category_1,1090303,2021-12-16,4,3,50,350
category_3,37861,2021-12-01,16,2,48,335
category_1,43738,2021-11-25,4,3,47,329
category_2,903976,2021-12-15,1,2,50,349
category_2,837943,2021-10-16,7,5,41,289
category_1,35449,2021-12-15,3,2,50,349
category_2,172582,2021-12-08,11,2,49,342
category_2,262384,2021-12-01,6,2,48,335
category_2,111382,2021-11-25,1,3,47,329
category_2,41830,2021-12-28,2,1,52,362
category_2,173617,2022-02-07,5,0,6,38
category_2,248272,2021-12-28,3,1,52,362
category_4,245581,2021-10-16,26,5,41,289
category_2,877624,2021-11-25,3,3,47,329
category_2,111382,2021-12-08,8,2,49,342
category_2,1101769,2021-11-25,4,3,47,329
category_3,1081060,2021-11-10,25,2,45,314
category_3,1060630,2021-12-02,10,3,48,336
category_1,1061341,2021-11-25,2,3,47,329
category_2,858886,2021-12-01,4,2,48,335
category_1,1032541,2021-12-01,9,2,48,335
category_3,1097143,2021-11-25,8,3,47,329
category_3,169504,2021-10-17,62,6,41,290
category_2,65788,2021-12-28,2,1,52,362
category_4,1060909,2021-10-17,7,6,41,290
category_1,1032568,2021-12-01,2,2,48,335
category_1,1081321,2021-10-24,2,6,42,297
category_2,40759,2021-12-28,4,1,52,362
category_2,138742,2021-10-17,6,6,41,290
category_2,1105018,2021-12-08,1,2,49,342
category_1,145330,2021-12-08,2,2,49,342
category_2,1105018,2021-12-16,1,3,50,350
category_3,131983,2021-12-15,4,2,50,349
category_2,213802,2021-12-02,2,3,48,336
category_1,1090294,2021-12-27,1,0,52,361
category_2,1101562,2021-12-27,2,0,52,361
category_2,111382,2021-12-28,8,1,52,362
category_1,1068883,2021-10-17,1,6,41,290
category_2,745945,2021-12-08,1,2,49,342
category_4,731104,2021-10-17,1,6,41,290
category_2,1101553,2022-01-31,2,0,5,31
category_1,370195,2021-11-25,2,3,47,329
category_1,1054978,2021-12-16,7,3,50,350
category_2,99079,2021-12-02,4,3,48,336
category_1,1032559,2022-01-31,4,0,5,31
category_1,1081339,2021-12-15,5,2,50,349
category_2,1044502,2022-01-31,3,0,5,31
category_3,1090024,2021-11-25,3,3,47,329
category_1,3427,2022-02-07,7,0,6,38
category_2,1006090,2021-12-27,4,0,52,361
category_2,836152,2021-12-01,2,2,48,335
category_4,123307,2021-11-25,76,3,47,329
category_1,86992,2021-12-16,30,3,50,350
category_4,836584,2021-12-27,9,0,52,361
category_1,1032586,2022-02-07,4,0,6,38
category_2,1090240,2021-10-17,3,6,41,290
category_3,16936,2021-10-16,8,5,41,289
category_2,815101,2021-12-28,4,1,52,362
category_2,877624,2021-12-28,3,1,52,362
category_1,3418,2021-12-16,24,3,50,350
category_1,1030948,2021-12-16,1,3,50,350
category_2,59749,2021-12-08,10,2,49,342
category_4,1003192,2021-11-25,2,3,47,329
category_2,65788,2021-10-17,16,6,41,290
category_2,1006090,2022-01-31,7,0,5,31
category_3,169504,2021-12-01,89,2,48,335
category_1,755584,2022-01-31,16,0,5,31
category_1,1047967,2021-11-10,28,2,45,314
category_1,36898,2021-12-27,6,0,52,361
category_1,3427,2021-12-02,6,3,48,336
category_4,1003147,2021-12-27,20,0,52,361
category_2,1006090,2021-10-16,3,5,41,289
category_2,399220,2022-01-31,5,0,5,31
category_1,1050046,2021-10-17,1,6,41,290
category_2,1090240,2021-12-28,1,1,52,362
category_2,1090240,2021-12-02,2,3,48,336
category_1,42496,2021-12-02,11,3,48,336
category_2,399220,2021-11-10,6,2,45,314
category_4,123307,2021-12-02,55,3,48,336
category_1,86992,2021-11-25,5,3,47,329
category_1,36898,2022-01-31,14,0,5,31
category_4,1003147,2021-12-28,8,1,52,362
category_1,1044691,2021-11-25,4,3,47,329
category_2,110320,2021-12-02,8,3,48,336
category_4,1003156,2021-10-16,6,5,41,289
category_2,815101,2021-10-16,4,5,41,289
category_2,1044502,2021-12-28,4,1,52,362
category_1,37510,2022-01-31,1,0,5,31
category_4,1003147,2022-01-31,38,0,5,31
category_1,755584,2021-11-25,4,3,47,329
category_2,865933,2021-12-28,5,1,52,362
category_1,1058713,2021-10-24,5,6,42,297
category_2,1105009,2021-11-25,1,3,47,329
category_1,1056463,2021-12-02,6,3,48,336
category_2,9925,2021-12-28,6,1,52,362
category_2,399220,2021-12-28,11,1,52,362
category_2,75886,2021-12-02,7,3,48,336
category_2,59749,2021-12-16,10,3,50,350
category_1,145978,2022-01-31,5,0,5,31
category_2,1006108,2021-10-16,2,5,41,289
category_2,1067074,2022-02-07,3,0,6,38
category_3,169504,2021-12-08,91,2,49,342
category_2,1067092,2021-12-16,26,3,50,350
category_4,23200,2021-12-16,46,3,50,350
category_2,1105009,2022-02-07,3,0,6,38
category_4,1024810,2021-12-27,2,0,52,361
category_1,379249,2021-12-27,10,0,52,361
category_1,1049776,2022-01-31,4,0,5,31
category_2,173617,2021-12-15,4,2,50,349
category_1,370195,2021-10-16,6,5,41,289
category_1,1061638,2021-11-10,2,2,45,314
category_2,117610,2021-11-25,3,3,47,329
category_1,1058713,2021-12-15,6,2,50,349
category_1,1032559,2021-12-08,4,2,49,342
category_1,35530,2021-11-25,8,3,47,329
category_3,169504,2021-12-16,154,3,50,350
category_4,1003156,2021-12-28,25,1,52,362
category_4,1003156,2021-12-27,10,0,52,361
category_2,211309,2021-10-24,1,6,42,297
category_2,906595,2021-11-10,2,2,45,314
category_2,1076938,2021-12-02,3,3,48,336
category_2,1006090,2021-12-28,5,1,52,362
category_2,118033,2021-10-16,1,5,41,289
category_3,131983,2021-12-27,7,0,52,361
category_1,1044610,2021-12-15,1,2,50,349
category_2,836125,2021-12-08,5,2,49,342
category_2,913561,2021-12-02,2,3,48,336
category_2,43630,2021-12-02,10,3,48,336
category_1,124774,2021-12-01,8,2,48,335
category_2,173617,2021-12-08,2,2,49,342
category_1,86992,2022-02-07,11,0,6,38
category_3,1060630,2021-11-25,14,3,47,329
category_1,1056463,2021-12-15,1,2,50,349
category_1,1044610,2021-10-24,2,6,42,297
category_2,1026871,2021-11-25,1,3,47,329
category_2,836125,2021-10-24,6,6,42,297
category_3,1060630,2021-12-15,4,2,50,349
category_1,145978,2021-11-25,6,3,47,329
category_4,1024810,2021-12-01,16,2,48,335
category_4,123307,2021-12-28,128,1,52,362
category_2,837943,2021-12-28,18,1,52,362
category_2,110320,2022-02-07,8,0,6,38
category_2,173617,2021-12-02,3,3,48,336
category_1,17296,2022-02-07,48,0,6,38
category_1,1032541,2021-11-25,5,3,47,329
category_3,169504,2021-11-25,129,3,47,329
category_2,40759,2022-02-07,2,0,6,38
category_1,1032541,2021-10-16,7,5,41,289
category_1,1081321,2021-12-01,2,2,48,335
category_2,1071106,2021-10-17,3,6,41,290
category_1,43738,2022-02-07,3,0,6,38
category_1,38518,2021-12-15,4,2,50,349
category_4,23200,2021-12-02,13,3,48,336
category_4,245581,2021-12-15,8,2,50,349
category_3,1097143,2021-12-01,5,2,48,335
category_1,1058713,2021-11-25,4,3,47,329
category_2,865933,2021-10-17,3,6,41,290
category_4,1003183,2022-01-31,5,0,5,31
category_2,173617,2021-10-24,3,6,42,297
category_1,142756,2021-12-01,3,2,48,335
category_3,1090024,2021-12-08,1,2,49,342
category_2,43630,2021-10-16,4,5,41,289
category_1,142756,2021-12-08,3,2,49,342
category_3,169504,2021-12-27,98,0,52,361
category_2,225259,2021-10-17,4,6,41,290
category_1,1085749,2021-12-02,2,3,48,336
category_2,1071106,2022-01-31,3,0,5,31
category_1,839374,2021-12-15,6,2,50,349
category_3,893824,2021-12-02,20,3,48,336
category_2,172033,2021-11-10,34,2,45,314
category_2,59749,2021-10-24,6,6,42,297
category_1,1047967,2022-02-07,15,0,6,38
category_1,43657,2021-12-27,2,0,52,361
category_1,1056463,2021-11-25,3,3,47,329
category_1,119554,2021-10-17,11,6,41,290
category_1,24136,2021-10-17,7,6,41,290
category_2,903976,2021-12-28,3,1,52,362
category_2,1067092,2021-10-16,8,5,41,289
category_2,1064473,2021-12-01,6,2,48,335
category_1,119554,2022-01-31,13,0,5,31
category_4,753613,2021-10-16,2,5,41,289
category_2,41830,2021-11-25,6,3,47,329
category_2,999403,2021-12-15,3,2,50,349
category_4,1003156,2021-10-17,5,6,41,290
category_2,838456,2021-12-16,2,3,50,350
category_2,1026871,2021-11-10,7,2,45,314
category_3,131983,2021-11-25,3,3,47,329
category_2,815101,2021-12-15,11,2,50,349
category_2,1071124,2021-12-28,2,1,52,362
category_3,7666,2022-02-07,1,0,6,38
category_1,17296,2021-12-02,82,3,48,336
category_2,30877,2021-10-16,7,5,41,289
category_1,839374,2021-12-28,10,1,52,362
category_1,1081321,2021-12-15,4,2,50,349
category_2,1006108,2021-12-02,6,3,48,336
category_1,755584,2021-12-15,5,2,50,349
category_2,906586,2021-12-27,1,0,52,361
category_1,839356,2022-02-07,11,0,6,38
category_2,132028,2021-12-15,24,2,50,349
category_2,1101553,2021-12-15,6,2,50,349
category_2,1067092,2021-11-25,21,3,47,329
category_2,172033,2021-12-02,2,3,48,336
category_2,877624,2021-10-17,4,6,41,290
category_2,1006090,2021-12-15,6,2,50,349
category_2,23569,2021-12-15,4,2,50,349
category_1,145330,2021-12-02,1,3,48,336
category_1,1090114,2021-10-24,1,6,42,297
category_1,1067128,2021-10-17,2,6,41,290
category_1,1044610,2021-12-28,5,1,52,362
category_2,1101562,2021-10-24,1,6,42,297
category_4,245581,2021-12-28,6,1,52,362
category_3,169504,2021-12-28,161,1,52,362
category_2,1064473,2021-11-10,7,2,45,314
category_2,1103056,2021-12-28,3,1,52,362
category_2,913561,2021-12-27,1,0,52,361
category_1,370195,2021-12-16,4,3,50,350
category_2,1071115,2021-12-28,1,1,52,362
category_2,87559,2021-12-08,3,2,49,342
category_2,913561,2021-12-16,3,3,50,350
category_3,37861,2022-02-07,14,0,6,38
category_2,1076920,2021-11-25,1,3,47,329
category_2,836152,2021-10-16,4,5,41,289
category_2,30877,2021-12-15,3,2,50,349
category_3,1064572,2021-10-17,2,6,41,290
category_2,1076920,2021-10-24,1,6,42,297
category_2,75886,2022-02-07,2,0,6,38
category_1,37510,2022-02-07,3,0,6,38
category_2,173617,2021-10-17,3,6,41,290
category_1,35530,2021-12-16,3,3,50,350
category_2,1064473,2021-12-27,9,0,52,361
category_3,37861,2021-12-27,19,0,52,361
category_2,59749,2021-11-10,8,2,45,314
category_2,1071124,2021-12-01,6,2,48,335
category_1,24136,2021-12-27,4,0,52,361
category_2,1071106,2021-12-02,3,3,48,336
category_1,145330,2021-11-10,1,2,45,314
category_2,65788,2021-12-02,3,3,48,336
category_2,248272,2021-11-10,3,2,45,314
category_3,1081078,2021-10-16,1,5,41,289
category_2,1092184,2021-12-02,7,3,48,336
category_1,1054978,2021-12-27,6,0,52,361
category_2,43630,2021-12-01,4,2,48,335
category_2,687616,2022-02-07,2,0,6,38
category_2,1101562,2021-12-15,2,2,50,349
category_3,132334,2021-12-02,4,3,48,336
category_3,1081078,2022-01-31,1,0,5,31
category_3,132334,2021-12-01,5,2,48,335
category_3,1081060,2021-12-28,5,1,52,362
category_1,1081321,2021-10-17,2,6,41,290
category_2,87046,2021-12-28,4,1,52,362
category_1,36898,2021-12-16,14,3,50,350
category_4,1024810,2021-11-10,7,2,45,314
category_2,1101571,2021-10-17,3,6,41,290
category_1,43738,2022-01-31,5,0,5,31
category_2,1067074,2021-12-02,6,3,48,336
category_1,119554,2021-12-27,14,0,52,361
category_2,40759,2021-10-17,4,6,41,290
category_1,3427,2021-10-16,2,5,41,289
category_2,913561,2022-01-31,2,0,5,31
category_1,839374,2022-01-31,5,0,5,31
category_2,906595,2022-01-31,2,0,5,31
category_4,1074823,2021-10-24,81,6,42,297
category_4,1024810,2021-12-15,16,2,50,349
category_2,1070836,2021-12-01,9,2,48,335
category_1,36898,2021-12-01,12,2,48,335
category_2,1006009,2021-12-02,1,3,48,336
category_1,1048975,2021-10-24,2,6,42,297
category_3,1090024,2021-12-15,1,2,50,349
category_1,86992,2021-12-02,4,3,48,336
category_2,1064473,2021-12-16,4,3,50,350
category_2,877624,2021-12-15,2,2,50,349
category_1,1032532,2022-01-31,16,0,5,31
category_3,131983,2021-12-16,2,3,50,350
category_2,1098493,2021-10-16,2,5,41,289
category_4,836584,2021-12-08,12,2,49,342
category_2,1101571,2021-10-24,2,6,42,297
category_2,838456,2021-12-01,3,2,48,335
category_4,123307,2021-12-27,64,0,52,361
category_1,142756,2021-12-28,2,1,52,362
category_4,245581,2022-01-31,36,0,5,31
category_3,1060630,2021-10-24,7,6,42,297
category_1,1090294,2021-12-08,1,2,49,342
category_4,1060909,2021-12-28,5,1,52,362
category_1,1044610,2021-12-01,2,2,48,335
category_1,35530,2021-10-17,3,6,41,290
category_1,1050046,2021-11-25,1,3,47,329
category_3,1047130,2021-12-28,2,1,52,362
category_2,1103056,2021-11-25,2,3,47,329
category_2,267478,2022-02-07,1,0,6,38
category_1,755584,2021-12-08,4,2,49,342
category_3,16936,2021-12-28,8,1,52,362
category_2,132028,2021-11-10,18,2,45,314
category_2,1067092,2021-10-24,6,6,42,297
category_2,1071124,2021-12-16,1,3,50,350
category_1,1047967,2021-12-16,25,3,50,350
category_3,1013335,2021-12-27,4,0,52,361
category_1,1090114,2022-02-07,3,0,6,38
category_3,88450,2021-12-15,20,2,50,349
category_1,76399,2021-11-10,6,2,45,314
category_2,687616,2021-12-01,3,2,48,335
category_2,815101,2021-12-02,6,3,48,336
category_2,124954,2021-11-25,5,3,47,329
category_1,1050046,2021-12-28,21,1,52,362
category_1,1032586,2022-01-31,4,0,5,31
category_2,1105009,2021-12-15,1,2,50,349
category_2,1101571,2021-12-15,1,2,50,349
category_1,1047967,2021-10-16,12,5,41,289
category_4,836584,2022-01-31,26,0,5,31
category_2,132028,2021-12-16,18,3,50,350
category_2,1006099,2021-12-02,1,3,48,336
category_1,1044619,2021-10-16,9,5,41,289
category_3,1081078,2021-10-17,2,6,41,290
category_2,213802,2021-11-10,2,2,45,314
category_2,99079,2021-10-24,4,6,42,297
category_1,1032568,2021-11-10,1,2,45,314
category_2,210868,2021-12-08,1,2,49,342
category_1,1044619,2021-10-17,6,6,41,290
category_2,41830,2021-12-01,7,2,48,335
